gene_symbol	ENTREZ_ID	is_coreseed	is_magma_sig	in_setA	P_meta	Q_meta	P_meta	GWAS_Grade	Q_gwas1	Q_gwas2
SERPINB6	5269	FALSE	FALSE	FALSE	0.00210044	0.168292	0.00210044	None	0.75594	0.283504
CEPT1	10390	FALSE	FALSE	FALSE	0.00211159	0.168292	0.00211159	None	0.75594	0.279957
OR6S1	341799	FALSE	FALSE	FALSE	0.00212254	0.168292	0.00212254	None	0.865467	0.212683
ITIH3	3699	FALSE	FALSE	FALSE	0.00212888	0.168292	0.00212888	None	0.886133	0.19195
CSK	1445	FALSE	FALSE	FALSE	0.00215946	0.168292	0.00215946	None	0.828662	0.231978
HNRNPD	3184	FALSE	FALSE	FALSE	0.00216247	0.168292	0.00216247	None	0.779036	0.265844
HTRA4	203100	FALSE	FALSE	FALSE	0.00216471	0.168292	0.00216471	None	0.920687	0.174597
SNAPC4	6621	FALSE	FALSE	FALSE	0.00216747	0.168292	0.00216747	None	0.862323	0.212683
ITGA10	8515	FALSE	FALSE	FALSE	0.00218482	0.168292	0.00218482	None	0.800242	0.256517
DRG2	1819	FALSE	FALSE	FALSE	0.00219503	0.168292	0.00219503	None	0.757781	0.275594
DHODH	1723	FALSE	FALSE	FALSE	0.00220353	0.168292	0.00220353	None	0.871473	0.210179
ERN2	10595	FALSE	FALSE	FALSE	0.00220572	0.168292	0.00220572	None	0.681666	0.383483
TCAIM	285343	FALSE	FALSE	FALSE	0.00221427	0.168292	0.00221427	None	0.800242	0.249354
ADAD2	161931	FALSE	FALSE	FALSE	0.0022156	0.168292	0.0022156	None	0.6975	0.362184
ARHGDIG	398	FALSE	FALSE	FALSE	0.00223081	0.168732	0.00223081	None	0.830213	0.231978
ENTREZ:101928451	101928451	FALSE	FALSE	FALSE	0.00225529	0.169867	0.00225529	None	0.753974	0.287526
NOS1	4842	FALSE	FALSE	FALSE	0.0023159	0.173702	0.0023159	None	0.693147	0.371835
NEIL2	252969	FALSE	FALSE	FALSE	0.00233749	0.173919	0.00233749	None	0.71972	0.317321
H3C3	8352	FALSE	FALSE	FALSE	0.0023564	0.173919	0.0023564	None	0.804232	0.247912
MMACHC	25974	FALSE	FALSE	FALSE	0.00236144	0.173919	0.00236144	None	0.800242	0.256517
NKX6-2	84504	FALSE	FALSE	FALSE	0.00236361	0.173919	0.00236361	None	0.75594	0.279957
IQCH	64799	FALSE	FALSE	FALSE	0.0023673	0.173919	0.0023673	None	0.808104	0.242163
TRIM42	287015	FALSE	FALSE	FALSE	0.00238337	0.173927	0.00238337	None	0.715203	0.343297
TMEM98	26022	FALSE	FALSE	FALSE	0.00238682	0.173927	0.00238682	None	0.75594	0.284736
NEDD4L	23327	FALSE	FALSE	FALSE	0.00240861	0.174805	0.00240861	None	0.919599	0.174597
SERGEF	26297	FALSE	FALSE	FALSE	0.00243238	0.175818	0.00243238	None	0.744794	0.296288
HYCC1	84668	FALSE	FALSE	FALSE	0.00246571	0.17683	0.00246571	None	0.75594	0.28381
SCIMP	388325	FALSE	FALSE	FALSE	0.00246674	0.17683	0.00246674	None	0.783756	0.271897
PTTG2	10744	FALSE	FALSE	FALSE	0.00247935	0.17683	0.00247935	None	0.915517	0.176915
REX1BD	55049	FALSE	FALSE	FALSE	0.00248584	0.17683	0.00248584	None	0.753974	0.295402
HELZ-AS1	101928021	FALSE	FALSE	FALSE	0.00255355	0.180929	0.00255355	None	0.865467	0.218578
ZNF184	7738	FALSE	FALSE	FALSE	0.00259557	0.183182	0.00259557	None	0.75594	0.28381
LHX5	64211	FALSE	FALSE	FALSE	0.0026393	0.184006	0.0026393	None	0.753974	0.298604
NME1-NME2	654364	FALSE	FALSE	FALSE	0.00264194	0.184006	0.00264194	None	1	1
TAF1L	138474	FALSE	FALSE	FALSE	0.00264372	0.184006	0.00264372	None	0.757781	0.279957
MRGPRX3	117195	FALSE	FALSE	FALSE	0.00265592	0.184006	0.00265592	None	0.716561	0.343297
FBXO21	23014	FALSE	FALSE	FALSE	0.00266136	0.184006	0.00266136	None	0.71972	0.324504
OR6K2	81448	FALSE	FALSE	FALSE	0.00268152	0.184006	0.00268152	None	1	1
RAC1	5879	FALSE	FALSE	FALSE	0.00268498	0.184006	0.00268498	None	0.808104	0.249354
PEPD	5184	FALSE	FALSE	FALSE	0.00268937	0.184006	0.00268937	None	0.75594	0.284736
CHST14	113189	FALSE	FALSE	FALSE	0.00271	0.184078	0.00271	None	0.760811	0.279957
SLC39A6	25800	FALSE	FALSE	FALSE	0.00271095	0.184078	0.00271095	None	0.834034	0.231978
HMGA1	3159	FALSE	FALSE	FALSE	0.00272383	0.184254	0.00272383	None	0.75594	0.287526
LHX3	8022	FALSE	FALSE	FALSE	0.00274301	0.184607	0.00274301	None	0.838797	0.231978
TAF1C	9013	FALSE	FALSE	FALSE	0.00274964	0.184607	0.00274964	None	0.681805	0.400595
FGF19	9965	FALSE	FALSE	FALSE	0.00277012	0.185288	0.00277012	None	0.828207	0.237057
ZNF431	170959	FALSE	FALSE	FALSE	0.00279766	0.186187	0.00279766	None	0.994799	1
UTP23	84294	FALSE	FALSE	FALSE	0.00280833	0.186187	0.00280833	None	0.791889	0.275948
LTV1	84946	FALSE	FALSE	FALSE	0.00281472	0.186187	0.00281472	None	0.463925	0.51499
ATP4B	496	FALSE	FALSE	FALSE	0.00284366	0.186763	0.00284366	None	0.821867	0.246675
SH2B2	10603	FALSE	FALSE	FALSE	0.00285719	0.186763	0.00285719	None	0.724361	0.333241
TM2D2	83877	FALSE	FALSE	FALSE	0.00286338	0.186763	0.00286338	None	0.938772	0.174597
HTRA1	5654	FALSE	FALSE	FALSE	0.00289675	0.186763	0.00289675	None	0.829853	0.237057
CALHM1	255022	FALSE	FALSE	FALSE	0.00290457	0.186763	0.00290457	None	0.800242	0.265844
MNT	4335	FALSE	FALSE	FALSE	0.00290651	0.186763	0.00290651	None	0.716561	0.354638
STOML1	9399	FALSE	FALSE	FALSE	0.00290885	0.186763	0.00290885	None	0.800242	0.265844
LY6H	4062	FALSE	FALSE	FALSE	0.00291333	0.186763	0.00291333	None	0.800242	0.263901
RXFP3	51289	FALSE	FALSE	FALSE	0.00293735	0.186763	0.00293735	None	0.779654	0.279957
ENTREZ:101929301	101929301	FALSE	FALSE	FALSE	0.00293898	0.186763	0.00293898	None	0.75594	0.287526
TUT4	23318	FALSE	FALSE	FALSE	0.00294164	0.186763	0.00294164	None	0.775296	0.279957
ASIP	434	FALSE	FALSE	FALSE	0.00295275	0.186763	0.00295275	None	1	1
SNCG	6623	FALSE	FALSE	FALSE	0.00295891	0.186763	0.00295891	None	0.854251	0.231978
LBR	3930	FALSE	FALSE	FALSE	0.00297885	0.186763	0.00297885	None	0.800242	0.26527
SH3D19	152503	FALSE	FALSE	FALSE	0.00299398	0.186763	0.00299398	None	0.791548	0.277744
SFMBT1	51460	FALSE	FALSE	FALSE	0.00300723	0.186763	0.00300723	None	0.71972	0.340308
AGPS	8540	FALSE	FALSE	FALSE	0.00300811	0.186763	0.00300811	None	0.709418	0.381161
SLC15A3	51296	FALSE	FALSE	FALSE	0.00301097	0.186763	0.00301097	None	1	1
KCNJ1	3758	FALSE	FALSE	FALSE	0.00302362	0.186901	0.00302362	None	0.800242	0.265844
CRACDL	343990	FALSE	FALSE	FALSE	0.00305551	0.187842	0.00305551	None	0.693147	0.405368
TMEM192	201931	FALSE	FALSE	FALSE	0.00305979	0.187842	0.00305979	None	0.999655	1
PRSS55	203074	FALSE	FALSE	FALSE	0.00307793	0.188311	0.00307793	None	0.728514	0.335668
POPDC2	64091	FALSE	FALSE	FALSE	0.00309262	0.188565	0.00309262	None	1	1
TOLLIP	54472	FALSE	FALSE	FALSE	0.00313737	0.189743	0.00313737	None	0.997862	1
MIIP	60672	FALSE	FALSE	FALSE	0.00313793	0.189743	0.00313793	None	1	1
LTO1	220064	FALSE	FALSE	FALSE	0.00314901	0.189743	0.00314901	None	0.777535	0.283437
EIF3H	8667	FALSE	FALSE	FALSE	0.00315979	0.189743	0.00315979	None	0.789705	0.279957
MC5R	4161	FALSE	FALSE	FALSE	0.0031701	0.189743	0.0031701	None	0.775296	0.283504
KDM4A	9682	FALSE	FALSE	FALSE	0.00317544	0.189743	0.00317544	None	0.666655	0.430876
MUSTN1	389125	FALSE	FALSE	FALSE	0.00319659	0.190373	0.00319659	None	0.862929	0.231978
BRWD1	54014	FALSE	FALSE	FALSE	0.0032095	0.190508	0.0032095	None	0.75594	0.308407
ZNF592	9640	FALSE	FALSE	FALSE	0.00323624	0.190913	0.00323624	None	0.778567	0.283504
SRSF4	6429	FALSE	FALSE	FALSE	0.00323911	0.190913	0.00323911	None	0.469009	0.514332
GID8	54994	FALSE	FALSE	FALSE	0.00324827	0.190913	0.00324827	None	0.803853	0.265844
ZNF770	54989	FALSE	FALSE	FALSE	0.00329912	0.192375	0.00329912	None	0.71972	0.349109
PARL	55486	FALSE	FALSE	FALSE	0.00330984	0.192375	0.00330984	None	0.71972	0.351399
NAA60	79903	FALSE	FALSE	FALSE	0.00331362	0.192375	0.00331362	None	0.91962	1
MMRN1	22915	FALSE	FALSE	FALSE	0.00332552	0.192375	0.00332552	None	0.7655	0.285005
TMEM183A	92703	FALSE	FALSE	FALSE	0.00335957	0.192375	0.00335957	None	1	0.998466
NMB	4828	FALSE	FALSE	FALSE	0.00337641	0.192375	0.00337641	None	0.880635	0.231978
AGAP11	119385	FALSE	FALSE	FALSE	0.00338279	0.192375	0.00338279	None	0.845929	0.237057
ZNF232	7775	FALSE	FALSE	FALSE	0.00339007	0.192375	0.00339007	None	0.821867	0.256517
MLLT6	4302	FALSE	FALSE	FALSE	0.00340617	0.192375	0.00340617	None	1	0.99786
SGSH	6448	FALSE	FALSE	FALSE	0.00340795	0.192375	0.00340795	None	1	1
ENTREZ:388289	388289	FALSE	FALSE	FALSE	0.00342399	0.192375	0.00342399	None	0.997774	1
GART	2618	FALSE	FALSE	FALSE	0.00342836	0.192375	0.00342836	None	0.808104	0.26527
EXOC4	60412	FALSE	FALSE	FALSE	0.00342968	0.192375	0.00342968	None	0.71972	0.355607
CISD2	493856	FALSE	FALSE	FALSE	0.00343794	0.192375	0.00343794	None	0.919599	0.197608
CRLF1	9244	FALSE	FALSE	FALSE	0.003442	0.192375	0.003442	None	0.71972	0.364919
AMTN	401138	FALSE	FALSE	FALSE	0.00344485	0.192375	0.00344485	None	0.7655	0.287526
GID4	79018	FALSE	FALSE	FALSE	0.00345666	0.192435	0.00345666	None	0.75594	0.305119
ADCYAP1R1	117	FALSE	FALSE	FALSE	0.00348037	0.193155	0.00348037	None	0.997312	1
FUT9	10690	FALSE	FALSE	FALSE	0.00350101	0.193701	0.00350101	None	0.828662	0.253998
CHAD	1101	FALSE	FALSE	FALSE	0.00351341	0.193789	0.00351341	None	0.463925	0.554409
PTPRF	5792	FALSE	FALSE	FALSE	0.00355653	0.194454	0.00355653	None	0.716561	0.371835
NME1	4830	FALSE	FALSE	FALSE	0.00358263	0.194454	0.00358263	None	1	1
SLC35D4	85019	FALSE	FALSE	FALSE	0.00359055	0.194454	0.00359055	None	0.582444	0.487146
ACVR2B	93	FALSE	FALSE	FALSE	0.00359155	0.194454	0.00359155	None	0.753974	0.335668
GPSM1	26086	FALSE	FALSE	FALSE	0.00360283	0.194454	0.00360283	None	0.830213	0.251206
STRADB	55437	FALSE	FALSE	FALSE	0.00361873	0.194454	0.00361873	None	0.915517	0.212683
TFDP2	7029	FALSE	FALSE	FALSE	0.00362757	0.194454	0.00362757	None	0.71972	0.36234
LSM1	27257	FALSE	FALSE	FALSE	0.00363057	0.194454	0.00363057	None	0.785242	0.28617
TMEM59L	25789	FALSE	FALSE	FALSE	0.00363789	0.194454	0.00363789	None	0.693147	0.416394
NBL1	4681	FALSE	FALSE	FALSE	0.00364232	0.194454	0.00364232	None	0.90405	0.223982
ECHDC1	55862	FALSE	FALSE	FALSE	0.0036448	0.194454	0.0036448	None	0.757781	0.296288
A4GNT	51146	FALSE	FALSE	FALSE	0.00366885	0.194868	0.00366885	None	0.736235	0.346073
TBC1D1	23216	FALSE	FALSE	FALSE	0.0036743	0.194868	0.0036743	None	0.822945	0.261701
PPP2R2A	5520	FALSE	FALSE	FALSE	0.00372989	0.197233	0.00372989	None	0.800242	0.277744
ZNF283	284349	FALSE	FALSE	FALSE	0.00376884	0.197913	0.00376884	None	1	1
KRTAP4-12	83755	FALSE	FALSE	FALSE	0.00376953	0.197913	0.00376953	None	0.666655	0.448557
DBR1	51163	FALSE	FALSE	FALSE	0.00378174	0.197913	0.00378174	None	0.79135	0.284736
ANGEL1	23357	FALSE	FALSE	FALSE	0.00378691	0.197913	0.00378691	None	0.75594	0.313581
MPI	4351	FALSE	FALSE	FALSE	0.00383548	0.199496	0.00383548	None	0.79833	0.28381
UBE2D3	7323	FALSE	FALSE	FALSE	0.00383946	0.199496	0.00383946	None	0.915517	0.213051
EPHA7	2045	FALSE	FALSE	FALSE	0.00394071	0.203677	0.00394071	None	0.800242	0.283504
GPR160	26996	FALSE	FALSE	FALSE	0.00395368	0.203677	0.00395368	None	0.804232	0.277744
TUBGCP4	27229	FALSE	FALSE	FALSE	0.00395401	0.203677	0.00395401	None	0.907873	0.230349
TRAM1L1	133022	FALSE	FALSE	FALSE	0.00400153	0.205534	0.00400153	None	0.870331	0.237057
HAP1	9001	FALSE	FALSE	FALSE	0.00404013	0.206924	0.00404013	None	0.915517	0.217602
MPP3	4356	FALSE	FALSE	FALSE	0.00407036	0.207005	0.00407036	None	0.737804	0.354381
LDB1	8861	FALSE	FALSE	FALSE	0.00407042	0.207005	0.00407042	None	0.681805	0.441401
CHST9	83539	FALSE	FALSE	FALSE	0.00407636	0.207005	0.00407636	None	0.977882	0.128701
COX5A	9377	FALSE	FALSE	FALSE	0.00409137	0.20718	0.00409137	None	0.828207	0.263901
DTHD1	401124	FALSE	FALSE	FALSE	0.0041219	0.208138	0.0041219	None	0.800242	0.283504
PCSK5	5125	FALSE	FALSE	FALSE	0.0041606	0.208732	0.0041606	None	0.949794	0.174597
GOLGA2	2801	FALSE	FALSE	FALSE	0.00416445	0.208732	0.00416445	None	0.829694	0.261701
KPNA2	3838	FALSE	FALSE	FALSE	0.00416943	0.208732	0.00416943	None	0.977865	0.128701
DEFB112	245915	FALSE	FALSE	FALSE	0.00418023	0.208732	0.00418023	None	0.71972	0.371835
BEND4	389206	FALSE	FALSE	FALSE	0.00422501	0.209446	0.00422501	None	0.947949	0.174597
ZIK1	284307	FALSE	FALSE	FALSE	0.00423424	0.209446	0.00423424	None	1	1
EIF5	1983	FALSE	FALSE	FALSE	0.00424824	0.209446	0.00424824	None	0.757781	0.317321
SLC25A21	89874	FALSE	FALSE	FALSE	0.00424964	0.209446	0.00424964	None	0.886133	0.232818
ACSM2B	348158	FALSE	FALSE	FALSE	0.00425294	0.209446	0.00425294	None	0.6975	0.425711
PPFIA3	8541	FALSE	FALSE	FALSE	0.00429814	0.210811	0.00429814	None	0.573237	0.509466
RASL11A	387496	FALSE	FALSE	FALSE	0.00430419	0.210811	0.00430419	None	0.463925	0.59434
OMG	4974	FALSE	FALSE	FALSE	0.00432602	0.211007	0.00432602	None	0.527797	0.521855
USP6	9098	FALSE	FALSE	FALSE	0.00434087	0.211007	0.00434087	None	0.845491	0.256517
LINC03040	221416	FALSE	FALSE	FALSE	0.00435443	0.211007	0.00435443	None	1	1
NR3C2	4306	FALSE	FALSE	FALSE	0.00435527	0.211007	0.00435527	None	0.75594	0.33373
INPP5A	3632	FALSE	FALSE	FALSE	0.00437608	0.211444	0.00437608	None	0.753974	0.352839
TNPO3	23534	FALSE	FALSE	FALSE	0.0044303	0.212102	0.0044303	None	0.945619	0.176915
ROCK2	9475	FALSE	FALSE	FALSE	0.00443358	0.212102	0.00443358	None	0.720825	0.371835
NOVA1	4857	FALSE	FALSE	FALSE	0.00443812	0.212102	0.00443812	None	0.800242	0.28381
PPP2R3A	5523	FALSE	FALSE	FALSE	0.00443859	0.212102	0.00443859	None	0.753974	0.355607
CFAP300	85016	FALSE	FALSE	FALSE	0.00444886	0.212102	0.00444886	None	0.99277	1
NRG3	10718	FALSE	FALSE	FALSE	0.00447082	0.212583	0.00447082	None	0.760811	0.320189
APOF	319	FALSE	FALSE	FALSE	0.00449672	0.212829	0.00449672	None	0.71452	0.418589
ANO4	121601	FALSE	FALSE	FALSE	0.00450581	0.212829	0.00450581	None	0.757781	0.32314
LRRC4	64101	FALSE	FALSE	FALSE	0.00452009	0.212829	0.00452009	None	0.754277	0.354298
SMAD3	4088	FALSE	FALSE	FALSE	0.00454257	0.212829	0.00454257	None	0.822078	0.272496
ENTREZ:101243544	101243544	FALSE	FALSE	FALSE	0.00454502	0.212829	0.00454502	None	1	0.99451
USP31	57478	FALSE	FALSE	FALSE	0.00456365	0.212829	0.00456365	None	0.71972	0.383171
CDH2	1000	FALSE	FALSE	FALSE	0.00456669	0.212829	0.00456669	None	0.7655	0.317321
GINM1	116254	FALSE	FALSE	FALSE	0.00457097	0.212829	0.00457097	None	0.75594	0.346896
MAP2K5	5607	FALSE	FALSE	FALSE	0.00460606	0.213907	0.00460606	None	0.859131	0.256517
METTL16	79066	FALSE	FALSE	FALSE	0.00465451	0.215599	0.00465451	None	0.949007	0.174597
DIAPH1	1729	FALSE	FALSE	FALSE	0.00467638	0.215725	0.00467638	None	1	1
SGTA	6449	FALSE	FALSE	FALSE	0.00468131	0.215725	0.00468131	None	0.757781	0.334252
ENTREZ:101929490	101929490	FALSE	FALSE	FALSE	0.00472897	0.216978	0.00472897	None	0.800242	0.295152
HTR3E	285242	FALSE	FALSE	FALSE	0.00473271	0.216978	0.00473271	None	0.79135	0.308407
THOP1	7064	FALSE	FALSE	FALSE	0.00476055	0.21767	0.00476055	None	0.803853	0.283504
RNF34	80196	FALSE	FALSE	FALSE	0.00477208	0.21767	0.00477208	None	0.915064	0.231978
SNAP47	116841	FALSE	FALSE	FALSE	0.00481689	0.218247	0.00481689	None	0.621861	0.488322
SRI	6717	FALSE	FALSE	FALSE	0.00484606	0.218247	0.00484606	None	0.757781	0.33373
NHLRC1	378884	FALSE	FALSE	FALSE	0.00486075	0.218247	0.00486075	None	0.621861	0.48889
PTPRJ	5795	FALSE	FALSE	FALSE	0.0049238	0.218247	0.0049238	None	0.666655	0.478945
DRC3	83450	FALSE	FALSE	FALSE	0.00493462	0.218247	0.00493462	None	0.800242	0.285005
FMNL1	752	FALSE	FALSE	FALSE	0.0049364	0.218247	0.0049364	None	0.71972	0.385428
RAP1GAP	5909	FALSE	FALSE	FALSE	0.00494168	0.218247	0.00494168	None	0.800242	0.284736
H2BC4	8347	FALSE	FALSE	FALSE	0.00495342	0.218247	0.00495342	None	0.845074	0.265844
SON	6651	FALSE	FALSE	FALSE	0.00495594	0.218247	0.00495594	None	0.743331	0.371835
GLT8D1	55830	FALSE	FALSE	FALSE	0.00497623	0.218247	0.00497623	None	0.911121	0.231978
ARHGAP32	9743	FALSE	FALSE	FALSE	0.00497978	0.218247	0.00497978	None	0.925508	0.212683
SESN1	27244	FALSE	FALSE	FALSE	0.00498605	0.218247	0.00498605	None	0.672479	0.473353
ATP6V1A	523	FALSE	FALSE	FALSE	0.0050092	0.218247	0.0050092	None	1	1
RASSF1	11186	FALSE	FALSE	FALSE	0.00501643	0.218247	0.00501643	None	0.666655	0.483652
SND1	27044	FALSE	FALSE	FALSE	0.00503113	0.218247	0.00503113	None	0.716561	0.40856
NXPE4	54827	FALSE	FALSE	FALSE	0.00503384	0.218247	0.00503384	None	0.71452	0.434668
MAT1A	4143	FALSE	FALSE	FALSE	0.00503816	0.218247	0.00503816	None	1	1
SSTR4	6754	FALSE	FALSE	FALSE	0.00504663	0.218247	0.00504663	None	0.800242	0.295402
MAFK	7975	FALSE	FALSE	FALSE	0.00505157	0.218247	0.00505157	None	0.709089	0.440002
MTCL3	387104	FALSE	FALSE	FALSE	0.00506636	0.218247	0.00506636	None	0.800242	0.295152
FAM25A	643161	FALSE	FALSE	FALSE	0.00506693	0.218247	0.00506693	None	0.75594	0.364919
NGDN	25983	FALSE	FALSE	FALSE	0.00508124	0.218247	0.00508124	None	0.83521	0.266727
GBF1	8729	FALSE	FALSE	FALSE	0.00508804	0.218247	0.00508804	None	0.730856	0.378878
YOD1	55432	FALSE	FALSE	FALSE	0.00511169	0.218247	0.00511169	None	0.925146	0.217602
KDSR	2531	FALSE	FALSE	FALSE	0.00511706	0.218247	0.00511706	None	1	0.997664
NEGR1	257194	FALSE	FALSE	FALSE	0.00512262	0.218247	0.00512262	None	0.800242	0.287571
CD1C	911	FALSE	FALSE	FALSE	0.00514131	0.218247	0.00514131	None	1	1
SYK	6850	FALSE	FALSE	FALSE	0.00514231	0.218247	0.00514231	None	1	0.999289
PANK1	53354	FALSE	FALSE	FALSE	0.00514773	0.218247	0.00514773	None	0.728598	0.382143
EXOG	9941	FALSE	FALSE	FALSE	0.005157	0.218247	0.005157	None	0.787794	0.32067
LETM1	3954	FALSE	FALSE	FALSE	0.00516978	0.218247	0.00516978	None	0.925146	0.218578
CIZ1	25792	FALSE	FALSE	FALSE	0.00518038	0.218247	0.00518038	None	0.926156	0.212683
MUC5B	727897	FALSE	FALSE	FALSE	0.00518962	0.218247	0.00518962	None	1	1
GNL3	26354	FALSE	FALSE	FALSE	0.00520048	0.218247	0.00520048	None	0.915517	0.231978
BPTF	2186	FALSE	FALSE	FALSE	0.00521085	0.218247	0.00521085	None	0.981358	0.128701
SDSL	113675	FALSE	FALSE	FALSE	0.00533228	0.222812	0.00533228	None	0.728598	0.386583
FOXD2	2306	FALSE	FALSE	FALSE	0.00535236	0.223131	0.00535236	None	0.668034	0.48482
EFL1	79631	FALSE	FALSE	FALSE	0.0053926	0.224287	0.0053926	None	0.753974	0.371835
GALNT10	55568	FALSE	FALSE	FALSE	0.00542685	0.225189	0.00542685	None	0.71972	0.405368
ATF5	22809	FALSE	FALSE	FALSE	0.00544361	0.225363	0.00544361	None	0.919599	0.231978
HELZ	9931	FALSE	FALSE	FALSE	0.00546814	0.225567	0.00546814	None	0.800242	0.313581
TENM3	55714	FALSE	FALSE	FALSE	0.00547918	0.225567	0.00547918	None	0.800242	0.29778
TRPM4	54795	FALSE	FALSE	FALSE	0.00551621	0.225567	0.00551621	None	0.71452	0.434668
TMEM121B	27439	FALSE	FALSE	FALSE	0.00551825	0.225567	0.00551825	None	0.821867	0.28143
TPST1	8460	FALSE	FALSE	FALSE	0.00552216	0.225567	0.00552216	None	1	1
DRC11L	392843	FALSE	FALSE	FALSE	0.00552405	0.225567	0.00552405	None	0.877285	0.256517
LRRC74A	145497	FALSE	FALSE	FALSE	0.00555477	0.226117	0.00555477	None	0.794737	0.320348
UFD1	7353	FALSE	FALSE	FALSE	0.00556627	0.226117	0.00556627	None	0.666655	0.487146
OR9I1	219954	FALSE	FALSE	FALSE	0.00559154	0.226117	0.00559154	None	0.7655	0.340308
EXOSC10	5394	FALSE	FALSE	FALSE	0.00561222	0.226117	0.00561222	None	0.75594	0.355607
ATPAF2	91647	FALSE	FALSE	FALSE	0.00562865	0.226117	0.00562865	None	0.757781	0.343751
OR5B2	390190	FALSE	FALSE	FALSE	0.00562884	0.226117	0.00562884	None	0.757073	0.351399
GATB	5188	FALSE	FALSE	FALSE	0.00563437	0.226117	0.00563437	None	0.919599	0.231978
SPCS1	28972	FALSE	FALSE	FALSE	0.00563841	0.226117	0.00563841	None	0.915517	0.231978
LYPD1	116372	FALSE	FALSE	FALSE	0.00567446	0.226944	0.00567446	None	0.975551	1
EIF2A	83939	FALSE	FALSE	FALSE	0.00568436	0.226944	0.00568436	None	0.753974	0.377898
ASB10	136371	FALSE	FALSE	FALSE	0.00572571	0.227091	0.00572571	None	0.845074	0.276101
PTH2	113091	FALSE	FALSE	FALSE	0.00572737	0.227091	0.00572737	None	1	1
ELP2	55250	FALSE	FALSE	FALSE	0.00572826	0.227091	0.00572826	None	0.817697	0.284736
ZNF391	346157	FALSE	FALSE	FALSE	0.0057493	0.227091	0.0057493	None	0.810814	0.286325
GARIN1A	346653	FALSE	FALSE	FALSE	0.00575139	0.227091	0.00575139	None	0.75594	0.371835
HABP2	3026	FALSE	FALSE	FALSE	0.00577727	0.227612	0.00577727	None	0.75594	0.372511
HPDL	84842	FALSE	FALSE	FALSE	0.00579221	0.2277	0.00579221	None	0.800242	0.308407
DLL4	54567	FALSE	FALSE	FALSE	0.00582004	0.228293	0.00582004	None	0.775296	0.340308
THEM4	117145	FALSE	FALSE	FALSE	0.0058485	0.228577	0.0058485	None	0.681805	0.485652
CD164L2	388611	FALSE	FALSE	FALSE	0.00585278	0.228577	0.00585278	None	0.75594	0.371835
AMY1C	278	FALSE	FALSE	FALSE	0.00595751	0.232162	0.00595751	None	0.6975	0.464473
NME2	4831	FALSE	FALSE	FALSE	0.00599978	0.233302	0.00599978	None	1	1
ZMAT3	64393	FALSE	FALSE	FALSE	0.00602104	0.233317	0.00602104	None	0.804232	0.296288
DGKZ	8525	FALSE	FALSE	FALSE	0.00603621	0.233317	0.00603621	None	0.463925	0.608725
PRRT2	112476	FALSE	FALSE	FALSE	0.00605223	0.233317	0.00605223	None	0.845491	0.276671
RDH5	5959	FALSE	FALSE	FALSE	0.00605223	0.233317	0.00605223	None	1	1
CDC25A	993	FALSE	FALSE	FALSE	0.00610993	0.234253	0.00610993	None	0.800242	0.328538
KAT6A	7994	FALSE	FALSE	FALSE	0.00611419	0.234253	0.00611419	None	0.72714	0.406229
DEFB136	613210	FALSE	FALSE	FALSE	0.00611571	0.234253	0.00611571	None	0.817697	0.287526
GRAMD4	23151	FALSE	FALSE	FALSE	0.00617282	0.235936	0.00617282	None	1	1
DNAAF1	123872	FALSE	FALSE	FALSE	0.00622137	0.23643	0.00622137	None	0.693147	0.4737
TSC22D1	8848	FALSE	FALSE	FALSE	0.00622928	0.23643	0.00622928	None	0.804232	0.29778
FAM234A	83986	FALSE	FALSE	FALSE	0.00623619	0.23643	0.00623619	None	1	1
USP41P	373856	FALSE	FALSE	FALSE	0.0062522	0.23643	0.0062522	None	1	1
MVP	9961	FALSE	FALSE	FALSE	0.00626528	0.23643	0.00626528	None	0.845491	0.277744
AFF1	4299	FALSE	FALSE	FALSE	0.00627416	0.23643	0.00627416	None	1	1
TRPC3	7222	FALSE	FALSE	FALSE	0.00627807	0.23643	0.00627807	None	0.845074	0.278983
DIDO1	11083	FALSE	FALSE	FALSE	0.00633435	0.237637	0.00633435	None	0.817697	0.28868
WASF2	10163	FALSE	FALSE	FALSE	0.00633663	0.237637	0.00633663	None	0.753974	0.393092
MAZ	4150	FALSE	FALSE	FALSE	0.00637487	0.238075	0.00637487	None	0.85845	0.276101
GIT2	9815	FALSE	FALSE	FALSE	0.00641282	0.238994	0.00641282	None	0.907873	0.249616
SCD	6319	FALSE	FALSE	FALSE	0.00644952	0.23951	0.00644952	None	0.9755	1
MTERF2	80298	FALSE	FALSE	FALSE	0.00645338	0.23951	0.00645338	None	0.990869	1
SLC66A3	130814	FALSE	FALSE	FALSE	0.00652264	0.24158	0.00652264	None	0.75594	0.385149
CD82	3732	FALSE	FALSE	FALSE	0.00655658	0.24167	0.00655658	None	0.800242	0.32067
HDAC3	8841	FALSE	FALSE	FALSE	0.00656532	0.24167	0.00656532	None	1	1
CLDN5	7122	FALSE	FALSE	FALSE	0.0065655	0.24167	0.0065655	None	0.621861	0.521855
TMEM67	91147	FALSE	FALSE	FALSE	0.00658411	0.241858	0.00658411	None	0.845074	0.279957
GAD1	2571	FALSE	FALSE	FALSE	0.00662493	0.24286	0.00662493	None	1	1
SRM	6723	FALSE	FALSE	FALSE	0.00663944	0.242895	0.00663944	None	0.75594	0.383171
